,MSSubClass,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,ExterCond,CentralAir,YrSold,price_bracket
1064,0,743,5,0,2,6,4,106,4,1,0,2
1065,14,657,7,1,2,4,4,51,4,0,2,1
1066,4,202,18,0,0,4,6,40,4,1,1,1
1067,5,409,21,0,5,7,4,107,4,1,1,2
1068,11,82,5,4,2,5,4,105,4,1,2,1
1069,6,168,18,0,5,5,3,19,4,0,4,1
1070,5,878,20,0,5,6,4,91,4,1,1,2
1071,0,519,19,0,2,4,4,68,2,1,4,1
1072,0,184,7,0,2,4,4,106,4,1,1,1
1073,12,60,21,4,5,5,4,110,4,1,3,1
1074,8,331,19,0,7,5,6,78,4,1,0,1
1075,5,1054,15,0,5,7,6,95,4,1,3,4
1076,5,1016,16,0,5,8,4,106,4,1,0,4
1077,11,166,22,4,2,7,4,86,4,1,4,2
1078,0,596,14,0,2,6,5,71,4,1,2,1
1079,0,667,23,0,2,7,4,108,4,1,1,2
1080,0,991,14,0,2,5,4,80,2,1,3,1
1081,14,123,18,1,5,4,5,16,1,0,2,1
1082,8,611,12,0,7,4,6,72,4,1,1,1
1083,5,910,5,0,5,6,4,103,4,1,0,1
1084,0,492,7,0,2,4,2,59,1,1,3,0
1085,0,320,12,0,2,5,2,58,4,1,3,1
1086,7,498,17,0,4,5,4,21,4,0,2,1
1087,5,252,8,0,5,6,4,105,4,1,3,1
1088,5,434,5,0,5,6,4,100,4,1,2,1
1089,0,372,5,0,2,6,4,105,4,1,4,1
1090,0,958,5,0,2,4,5,73,4,1,3,1
1091,8,903,19,0,7,4,5,59,2,1,2,1
1092,5,317,20,0,5,5,4,105,4,1,2,1
1093,11,488,24,4,2,7,4,96,2,1,0,2
1094,5,678,12,0,5,5,4,70,4,1,2,2
1095,0,163,19,0,2,5,7,62,2,1,2,1
1096,5,893,22,0,5,9,4,107,4,1,0,4
1097,12,32,21,3,5,6,4,101,4,1,0,1
1098,6,202,17,0,5,6,6,24,4,1,0,1
1099,0,222,19,0,2,4,4,63,4,1,1,1
1100,4,296,7,0,0,3,5,55,4,1,2,1
1101,0,968,12,0,2,4,4,70,4,1,0,1
1102,6,99,17,0,5,7,6,29,2,1,2,1
1103,0,1064,23,0,2,6,4,66,4,1,3,3
1104,0,193,12,0,2,4,6,58,4,1,0,1
1105,12,16,21,3,5,5,4,101,4,1,4,1
1106,0,850,12,0,2,5,6,71,4,1,2,2
1107,0,918,19,0,2,4,5,57,4,1,0,1
1108,8,380,4,0,7,5,6,72,4,1,4,1
1109,1,138,3,0,2,4,6,35,4,1,3,1
1110,5,235,12,0,5,5,4,67,4,1,0,1
1111,0,129,17,0,2,2,7,56,2,1,0,1
1112,0,861,19,0,2,4,3,58,4,1,0,1
1113,0,253,12,0,2,4,4,65,4,1,0,1
1114,5,826,16,0,5,9,4,108,4,1,2,4
1115,10,730,12,2,2,4,4,59,4,1,3,1
1116,10,714,12,2,5,4,4,49,4,1,1,1
1117,3,135,3,0,1,5,6,30,4,1,3,1
1118,0,388,7,0,2,3,5,41,4,1,3,1
1119,8,782,12,0,7,5,5,65,2,1,3,1
1120,10,452,11,2,2,4,4,77,4,1,0,1
1121,0,983,14,0,2,5,6,78,4,1,3,2
1122,5,876,5,0,5,6,4,103,4,1,0,2
1123,0,569,12,0,2,4,6,55,4,1,4,1
1124,1,57,17,0,2,4,8,46,2,1,1,1
1125,0,346,7,0,2,3,4,104,4,1,4,1
1126,5,577,16,0,5,7,4,106,4,1,0,2
1127,0,701,5,0,2,5,4,96,2,1,1,1
1128,0,885,19,0,2,4,5,66,4,1,0,1
1129,10,202,12,2,2,3,4,50,4,0,3,0
1130,11,256,16,4,2,8,4,108,4,1,1,3
1131,4,254,18,0,0,3,2,32,4,1,3,1
1132,5,186,21,0,5,6,4,102,4,1,1,2
1133,4,787,8,0,0,7,6,89,4,1,4,1
1134,0,393,20,0,2,3,3,67,4,1,0,1
1135,0,508,5,0,2,7,4,103,4,1,2,2
1136,0,739,19,0,2,4,4,63,4,1,3,1
1137,5,454,23,0,5,5,4,97,4,1,1,2
1138,0,656,5,0,2,4,4,95,4,1,3,1
1139,5,558,8,0,5,6,4,99,4,1,3,1
1140,0,525,7,0,2,5,4,57,4,1,3,1
1141,0,180,19,0,2,4,6,62,4,1,0,1
1142,5,584,14,0,5,4,6,77,2,1,3,1
1143,0,436,11,0,2,5,4,84,2,1,1,1
1144,6,138,3,0,5,4,7,24,4,1,1,1
1145,0,394,12,0,2,5,5,60,4,1,0,1
1146,5,1028,8,0,5,4,4,106,4,1,0,1
1147,0,471,7,0,2,3,4,55,4,1,1,1
1148,0,456,5,0,2,5,4,107,4,1,1,1
1149,4,338,12,0,0,4,3,53,1,1,4,1
1150,0,248,19,0,2,4,6,67,4,1,1,1
1151,11,54,22,4,2,7,4,87,4,1,1,1
1152,12,15,2,4,5,4,4,71,4,1,1,1
1153,0,354,12,0,2,5,4,66,4,1,0,1
1154,5,464,21,0,5,7,4,104,4,1,2,2
1155,0,680,7,0,2,3,6,47,4,1,4,0
1156,4,357,9,0,0,3,6,9,4,1,4,1
1157,0,788,5,0,2,6,4,99,4,1,4,2
1158,5,579,8,0,5,5,4,101,4,1,2,1
1159,0,562,16,0,2,8,4,110,4,1,4,3
1160,0,561,12,0,2,4,4,57,4,1,1,1
1161,14,253,17,1,0,4,6,42,4,1,0,1
1162,5,596,5,0,5,6,4,99,4,1,3,1
1163,12,6,2,3,5,5,4,72,4,1,4,0
1164,4,125,17,0,0,4,5,44,4,1,3,0
1165,0,526,11,0,2,4,5,69,4,1,3,1
1166,5,832,21,0,5,6,4,105,4,1,4,2
1167,5,443,5,0,5,7,4,102,4,1,2,2
1168,5,541,5,0,5,7,4,96,4,1,1,2
1169,1,309,9,0,2,5,4,24,4,1,1,1
1170,5,776,23,0,5,7,4,110,4,1,4,2
1171,0,199,19,0,2,4,6,67,4,1,2,1
1172,5,243,8,0,5,5,4,94,4,1,0,1
1173,5,747,14,0,5,5,5,69,4,1,3,1
1174,0,746,16,0,2,8,4,108,4,1,1,3
1175,13,3,10,3,6,3,7,71,2,1,3,0
1176,5,651,14,0,5,5,6,75,4,1,2,2
1177,0,327,12,0,2,4,5,69,4,1,4,1
1178,5,613,15,0,5,6,4,94,4,1,2,3
1179,11,38,0,4,2,6,4,105,4,1,0,1
1180,11,84,11,4,2,5,4,99,4,1,3,1
1181,0,203,3,0,2,4,6,59,2,1,4,1
1182,7,288,17,0,4,4,4,8,4,0,3,1
1183,0,408,8,0,2,6,4,108,4,1,1,1
1184,12,6,2,3,5,5,4,74,4,1,2,1
1185,0,299,19,0,2,5,4,78,4,1,1,1
1186,4,420,7,0,0,4,5,44,4,0,2,0
1187,0,424,12,0,2,5,5,59,4,1,2,1
1188,0,891,19,0,2,4,4,63,2,1,1,1
1189,5,801,14,0,5,5,6,78,2,1,2,2
1190,9,320,19,0,6,5,4,67,4,1,1,1
1191,5,278,21,0,5,7,4,110,4,1,3,2
1192,10,555,11,2,0,4,4,78,4,1,3,1
1193,5,981,15,0,5,7,4,99,4,1,3,3
1194,0,541,21,0,2,7,4,107,4,1,1,2
1195,5,366,5,0,5,5,4,99,4,1,4,2
1196,1,711,17,0,2,5,4,27,4,1,0,1
1197,5,909,4,0,5,6,4,97,4,1,4,3
1198,0,540,19,0,2,3,3,77,4,1,3,1
1199,6,618,6,0,5,5,6,27,2,1,1,1
1200,0,695,21,0,2,7,4,107,4,1,0,2
1201,11,92,22,4,2,7,4,102,4,1,4,2
1202,5,820,5,0,5,6,4,102,4,1,2,2
1203,5,897,12,0,5,6,5,66,4,1,2,2
1204,8,847,19,0,7,4,5,64,4,1,3,1
1205,0,135,17,0,2,4,4,49,4,1,2,1
1206,0,668,20,0,2,7,4,106,4,1,3,2
1207,0,1025,11,0,2,4,3,61,1,1,3,1
1208,0,311,19,0,2,4,4,66,4,1,3,0
1209,0,557,14,0,2,6,4,99,4,1,3,2
1210,1,130,3,0,2,3,4,30,2,1,0,0
1211,14,428,17,1,5,5,7,14,1,0,0,1
1212,0,565,21,0,2,7,4,107,4,1,0,2
1213,5,989,15,0,5,6,4,99,4,1,4,2
1214,12,31,21,3,5,7,4,100,4,1,3,1
1215,5,536,15,0,5,6,4,96,4,1,1,2
1216,5,521,20,0,5,7,4,96,4,1,3,2
1217,0,670,12,0,2,4,5,67,4,1,3,1
1218,5,592,20,0,5,6,4,87,4,1,1,3
1219,0,406,19,0,2,4,4,69,4,1,1,1
1220,0,95,3,0,2,0,2,47,1,0,1,0
1221,5,686,23,0,5,6,4,91,4,1,0,2
1222,10,737,12,2,5,4,4,61,4,1,4,1
1223,6,982,6,0,5,5,7,36,4,1,0,2
1224,5,774,16,0,5,7,4,104,4,1,1,2
1225,0,177,12,0,2,3,5,71,4,1,3,1
1226,4,498,17,0,0,4,7,29,4,1,1,1
1227,0,1015,12,0,2,6,4,71,4,1,4,1
1228,8,569,23,0,7,5,4,89,4,1,2,1
1229,5,747,14,0,5,5,5,69,4,1,1,1
1230,4,283,12,0,0,4,6,50,2,1,1,1
1231,5,781,15,0,5,7,4,99,4,1,0,2
1232,0,745,21,0,2,8,4,107,4,1,1,3
1233,5,464,5,0,5,6,4,98,4,1,3,2
1234,5,543,4,0,5,6,4,78,4,1,2,1
1235,12,30,16,3,5,6,4,104,4,1,4,1
1236,4,78,17,0,0,5,7,24,4,1,0,1
1237,4,138,3,0,0,3,6,38,4,1,3,1
1238,9,423,11,0,6,4,5,79,2,1,3,1
1239,0,345,19,0,2,4,5,67,4,1,2,1
1240,11,300,16,4,2,6,4,105,4,1,2,2
1241,12,61,10,4,5,5,3,74,4,1,0,1
1242,1,908,7,0,2,4,5,43,4,1,2,1
1243,8,494,8,0,7,6,4,106,4,1,2,1
1244,5,739,19,0,5,5,4,79,4,1,4,1
1245,0,589,5,0,2,4,5,76,4,1,1,1
1246,0,726,16,0,2,7,4,107,4,1,1,2
1247,5,987,14,0,5,6,4,79,4,1,0,2
1248,0,634,5,0,2,6,4,104,4,1,1,2
1249,8,1012,12,0,7,5,4,63,4,1,3,1
1250,0,766,14,0,2,6,4,78,2,1,3,0
1251,0,909,6,0,2,5,7,51,2,1,3,1
1252,14,554,17,1,4,6,3,14,4,0,1,1
1253,5,879,16,0,5,9,4,109,4,1,3,4
1254,0,619,15,0,2,6,4,97,4,1,4,2
1255,8,460,12,0,7,4,7,66,2,1,2,1
1256,10,835,11,2,2,5,4,77,4,1,0,1
1257,0,308,12,0,2,5,6,65,4,1,2,1
1258,5,485,5,0,5,5,4,99,4,1,1,2
1259,5,426,14,0,5,5,7,67,4,1,2,1
1260,0,1036,4,0,2,4,7,69,4,1,3,1
1261,1,303,7,0,2,2,2,18,1,0,4,0
1262,0,662,7,0,2,3,4,66,4,1,1,0
1263,0,427,5,0,2,6,4,103,4,1,2,2
1264,4,751,7,0,5,3,6,14,4,0,1,1
1265,4,337,9,0,0,4,6,23,4,0,1,1
1266,0,310,12,0,2,5,4,51,4,1,1,1
1267,0,251,12,0,2,4,6,63,2,1,2,1
1268,7,202,9,0,4,4,6,24,4,0,1,1
1269,1,202,17,0,2,4,6,43,2,1,4,1
1270,0,1011,8,0,2,3,4,52,4,1,4,1
1271,0,468,21,0,2,6,4,108,4,1,1,3
1272,0,806,21,0,2,6,4,109,4,1,2,2
1273,14,527,3,1,2,3,4,71,4,0,0,1
1274,11,86,16,3,2,7,4,107,4,1,1,2
1275,0,532,7,0,2,4,6,65,2,1,3,1
1276,1,143,3,0,2,5,4,30,4,0,1,1
1277,4,135,17,0,0,2,6,49,2,1,1,1
1278,0,337,5,0,2,6,4,105,4,1,1,1
1279,5,694,8,0,5,6,4,99,4,1,0,1
1280,0,292,20,0,2,5,4,95,4,1,2,1
1281,12,97,22,4,5,6,4,85,4,1,1,2
1282,5,1041,23,0,5,6,4,90,4,1,0,3
1283,0,693,5,0,2,6,4,106,4,1,0,2
1284,5,291,8,0,5,5,4,101,4,1,3,1
1285,0,274,12,0,2,4,5,60,4,1,0,1
1286,4,378,17,0,0,3,6,14,4,1,4,0
1287,0,627,5,0,2,7,4,104,4,1,4,2
1288,0,271,12,0,2,4,5,61,4,1,2,1
1289,0,632,23,0,2,7,4,107,4,1,1,2
1290,4,478,12,0,0,5,6,44,4,1,0,1
1291,12,55,21,4,5,6,4,100,4,1,0,1
1292,8,647,5,0,7,4,4,77,4,1,0,1
1293,0,515,14,0,2,5,4,68,4,1,3,1
1294,0,928,23,0,7,5,5,59,4,1,3,1
1295,6,722,3,0,5,6,7,14,2,0,3,1
1296,4,940,15,0,0,7,4,96,4,1,4,4
1297,0,1055,24,0,2,8,4,82,4,1,0,3
1298,11,96,16,3,2,6,4,108,4,1,3,2
1299,0,679,21,0,2,7,4,107,4,1,1,2
1300,5,856,8,0,5,6,4,98,4,1,0,2
1301,0,802,14,0,2,4,5,72,4,1,1,1
1302,8,913,12,0,7,4,6,65,4,1,4,1
1303,0,512,19,0,2,4,6,68,4,1,2,1
1304,0,631,16,0,2,7,4,104,4,1,3,2
1305,5,554,15,0,5,7,4,95,4,1,0,2
1306,5,883,19,0,5,5,7,77,4,1,4,1
1307,5,681,5,0,5,6,4,107,4,1,1,1
1308,10,409,12,2,5,4,4,75,4,1,3,1
1309,5,328,5,0,5,5,4,106,4,1,0,1
1310,11,64,13,4,2,5,4,78,4,1,4,1
1311,8,266,12,0,7,4,4,61,4,1,2,1
1312,4,507,7,0,0,4,6,28,2,1,0,1
1313,0,524,21,0,2,6,5,108,4,1,1,2
1314,5,504,21,0,5,6,4,106,4,1,3,2
1315,14,658,18,1,3,5,6,18,4,1,1,2
1316,10,277,12,2,2,4,3,62,4,0,1,1
1317,8,272,11,0,7,5,5,85,4,1,0,1
1318,8,666,5,0,7,5,5,79,4,1,2,1
1319,0,546,12,0,2,4,5,58,4,1,0,1
1320,0,436,21,0,2,8,4,110,4,1,3,3
1321,13,52,7,4,7,4,4,106,4,1,0,1
1322,8,412,12,0,7,5,4,65,4,1,2,1
1323,5,529,15,0,5,6,4,94,4,1,3,2
1324,0,762,14,0,2,6,4,79,4,1,3,1
1325,0,202,21,0,2,5,4,107,4,1,0,1
1326,8,1014,7,0,7,5,6,67,2,1,0,2
1327,14,83,17,1,5,3,4,24,4,1,3,1
1328,14,164,9,1,0,5,7,38,1,0,0,0
1329,5,490,20,0,5,7,4,94,4,1,0,2
1330,5,1031,8,0,5,6,4,107,4,1,0,2
1331,0,1024,6,0,2,5,8,89,2,1,3,2
1332,8,905,12,0,7,7,6,73,4,1,3,3
1333,0,202,12,0,2,4,6,56,4,1,4,1
1334,8,648,8,0,7,6,4,92,4,1,1,1
1335,0,333,12,0,2,3,6,57,4,1,2,1
1336,0,1019,21,0,2,7,4,106,4,1,0,4
1337,0,159,11,0,2,4,7,83,2,1,2,1
1338,8,498,12,0,7,5,5,56,4,1,4,1
1339,6,734,6,0,3,5,6,26,4,1,2,1
1340,4,113,17,0,0,3,5,24,4,1,3,1
1341,5,257,8,0,5,5,6,94,4,1,3,1
1342,12,45,7,4,5,6,4,105,4,1,0,1
1343,5,511,12,0,5,5,5,65,4,1,2,1
1344,5,292,21,0,5,6,5,108,4,1,2,2
1345,0,231,12,0,2,4,4,60,4,1,0,1
1346,10,236,17,2,5,4,4,53,4,1,3,1
1347,5,717,5,0,5,7,4,103,4,1,0,2
1348,4,598,17,0,0,2,3,19,4,1,0,1
1349,6,409,17,0,5,6,8,24,2,1,3,1
1350,0,519,11,0,2,5,4,78,4,1,3,1
1351,0,390,11,0,2,4,4,84,4,1,0,1
1352,0,155,7,0,2,4,6,53,4,1,0,1
1353,0,936,21,0,2,8,4,109,4,1,2,2
1354,12,18,10,4,5,3,3,71,4,1,3,0
1355,0,576,8,0,2,5,4,106,4,1,0,1
1356,5,796,15,0,5,7,4,99,4,1,3,3
1357,6,1022,3,0,5,4,5,27,4,1,3,2
1358,4,250,9,0,0,6,3,35,1,1,1,1
1359,0,292,5,0,2,6,4,103,4,1,0,2
1360,5,747,14,0,5,5,5,69,4,1,0,1
1361,5,1034,8,0,5,5,4,100,4,1,3,1
1362,0,544,12,0,2,4,6,60,4,1,2,1
1363,5,472,15,0,5,7,4,98,4,1,0,3
1364,5,704,20,0,5,6,5,90,4,1,1,2
1365,8,710,11,0,7,5,4,77,4,1,1,1
1366,5,174,7,0,5,6,4,104,4,1,2,1
1367,0,344,7,0,2,4,4,107,4,1,1,1
1368,0,563,16,0,2,6,4,105,4,1,4,2
1369,8,460,12,0,7,5,6,65,4,1,1,1
1370,0,1050,4,0,2,4,4,65,2,1,0,1
1371,8,595,14,0,7,5,5,79,4,1,1,1
1372,0,481,12,0,2,4,4,59,4,1,1,1
1373,0,444,5,0,2,4,4,95,4,1,2,1
1374,4,998,12,0,0,5,4,49,4,1,4,0
1375,1,113,17,0,2,4,5,25,4,1,0,1
1376,5,226,12,0,5,6,8,73,4,1,1,1
1377,0,142,19,0,2,4,5,68,4,1,1,1
1378,4,703,6,0,0,5,6,36,4,1,1,2
1379,12,20,13,3,5,5,4,79,4,1,4,1
1380,5,1059,7,0,5,9,4,109,4,1,2,1
1381,0,498,14,0,2,7,4,82,4,1,3,2
1382,0,281,23,0,2,6,4,91,4,1,0,1
1383,0,1060,4,0,2,6,4,76,4,1,0,2
1384,14,651,17,1,5,3,6,9,4,0,2,1
1385,12,33,10,4,5,4,5,77,4,1,2,1
1386,8,1003,14,0,7,5,4,68,4,1,3,1
1387,11,70,10,4,2,4,4,77,4,1,1,1
1388,5,642,21,0,5,7,4,107,4,1,0,2
1389,0,995,11,0,2,4,4,107,4,1,0,0
1390,0,197,12,0,2,4,4,68,4,1,3,1
1391,4,381,17,0,0,4,5,5,4,1,3,1
1392,0,392,8,0,2,6,4,108,4,1,1,1
1393,11,56,6,4,2,7,4,105,4,1,2,2
1394,0,951,16,0,2,7,4,107,4,1,1,4
1395,5,533,20,0,5,6,4,94,4,1,4,2
1396,0,462,14,0,2,5,6,73,4,1,4,1
1397,0,273,19,0,2,3,4,62,1,1,1,1
1398,5,320,20,0,5,5,5,81,4,1,4,1
1399,0,986,23,0,2,7,5,82,4,1,0,2
1400,12,7,2,3,5,5,5,71,4,1,2,1
1401,0,442,5,0,2,5,4,98,2,1,0,2
1402,4,964,6,0,0,6,8,42,2,1,2,3
1403,5,463,19,0,5,5,6,70,4,1,4,1
1404,5,400,5,0,5,6,4,103,4,1,3,1
1405,0,505,12,0,2,4,5,51,4,1,4,1
1406,0,219,5,0,2,6,4,107,4,1,0,1
1407,0,467,7,0,2,4,8,48,0,1,3,1
1408,5,353,21,0,5,6,4,110,4,1,4,2
1409,4,138,3,0,0,4,5,39,1,1,3,1
1410,6,791,18,0,5,5,7,29,4,0,2,1
1411,4,409,9,0,0,5,5,40,2,1,1,1
1412,0,748,14,0,2,5,5,71,4,1,3,1
1413,11,41,0,4,2,6,4,106,4,1,3,1
1414,0,687,5,0,2,6,4,108,4,1,1,2
1415,5,572,21,0,5,6,5,108,4,1,1,2
1416,0,887,5,0,2,4,4,96,4,1,0,1
1417,11,240,16,4,2,8,4,106,4,1,4,3
1418,0,498,12,0,2,5,5,59,4,1,3,1
1419,5,764,5,0,5,7,4,102,4,1,3,2
1420,6,415,6,0,5,6,8,44,2,1,4,2
1421,9,207,19,0,6,4,4,83,4,1,3,1
1422,11,82,5,4,2,5,4,105,4,1,2,1
1423,2,1032,4,0,2,6,5,80,4,1,4,2
1424,0,577,14,0,2,5,5,81,2,1,0,2
1425,11,104,4,0,2,6,4,87,4,1,0,1
1426,0,287,22,0,2,7,5,108,4,1,1,3
1427,4,807,20,0,0,7,7,84,4,1,3,3
1428,0,447,8,0,2,5,5,93,4,1,3,1
1429,5,975,16,0,5,8,4,107,4,1,0,3
1430,7,194,6,0,4,6,4,44,2,1,1,1
1431,5,1027,8,0,5,6,4,97,4,1,2,1
1432,5,531,15,0,5,6,4,97,4,1,1,2
1433,0,943,6,0,2,5,6,55,4,1,2,2
1434,5,689,8,0,5,7,4,101,4,1,0,2
1435,5,663,16,0,5,7,4,106,4,1,0,2
1436,0,343,12,0,2,4,5,55,4,1,3,1
1437,0,135,17,0,2,3,6,55,4,1,2,1
1438,8,506,23,0,7,4,4,107,4,1,2,1
1439,10,399,19,2,0,5,4,79,4,1,4,1
1440,5,366,5,0,5,6,4,95,2,1,2,2
1441,0,768,5,0,2,8,4,108,4,1,3,2
1442,11,94,13,4,2,5,4,77,4,1,1,1
1443,0,355,21,0,2,6,4,106,4,1,0,2
1444,5,424,14,0,5,5,5,75,4,1,2,1
1445,5,585,5,0,5,6,4,101,4,1,2,2
1446,5,819,5,0,5,6,4,102,4,1,3,2
1447,4,1021,19,0,0,4,4,49,4,1,2,1
1448,0,286,5,0,2,4,4,95,2,1,3,1
1449,4,586,9,0,0,5,6,12,4,1,2,1
1450,4,147,18,0,0,6,6,32,4,1,3,1
